AUTHOR,HOMONYMOUS,OPENALEX_AUTHOR_NAME,AUTHOR_ID,WORKS_API_URL
Dorien Sampermans,0,Dorien Sampermans,https://openalex.org/A5053847155,https://api.openalex.org/works?filter=author.id:A5053847155
Seunghee Han,0,Seunghee Han,https://openalex.org/A5039074893;https://openalex.org/A5016592019,https://api.openalex.org/works?filter=author.id:A5039074893;https://api.openalex.org/works?filter=author.id:A5016592019
Anirban Mukherjee,0,Anirban Mukherjee,https://openalex.org/A5027567786,https://api.openalex.org/works?filter=author.id:A5027567786
Susan Borja,0,Susan Borja,https://openalex.org/A5051231863,https://api.openalex.org/works?filter=author.id:A5051231863
Ling Yang,0,Ling Yang,https://openalex.org/A5014530652,https://api.openalex.org/works?filter=author.id:A5014530652
Lori A. Burrington,0,Lori A. Burrington,https://openalex.org/A5012888002,https://api.openalex.org/works?filter=author.id:A5012888002
Emma Zang,0,Emma Zang,https://openalex.org/A5061439374,https://api.openalex.org/works?filter=author.id:A5061439374
Zachary Richardson,0,Zachary Richardson,https://openalex.org/A5053890846,https://api.openalex.org/works?filter=author.id:A5053890846
Alexander Kailembo,0,Alexander Kailembo,https://openalex.org/A5002042813,https://api.openalex.org/works?filter=author.id:A5002042813
Clara Berridge,0,Clara Berridge,https://openalex.org/A5088771118,https://api.openalex.org/works?filter=author.id:A5088771118
Monica Godoshian,0,Monica Godoshian,https://openalex.org/A5035244643,https://api.openalex.org/works?filter=author.id:A5035244643
Luis R. Torres,0,Luis R. Torres,https://openalex.org/A5075935520,https://api.openalex.org/works?filter=author.id:A5075935520
Julia A. Bleser,0,Julia A. Bleser,https://openalex.org/A5065443839,https://api.openalex.org/works?filter=author.id:A5065443839
James Silver,0,James Silver,https://openalex.org/A5075407458,https://api.openalex.org/works?filter=author.id:A5075407458
Samuel J. Arbes,0,Samuel J. Arbes,https://openalex.org/A5033821656,https://api.openalex.org/works?filter=author.id:A5033821656
Michelle A. Cubellis,0,Michelle A. Cubellis,https://openalex.org/A5068009462,https://api.openalex.org/works?filter=author.id:A5068009462
Anthony Sheyn,0,Anthony Sheyn,https://openalex.org/A5042857605,https://api.openalex.org/works?filter=author.id:A5042857605
H. Isabella Lanza,0,H. Isabella Lanza,https://openalex.org/A5072397188,https://api.openalex.org/works?filter=author.id:A5072397188
Richard Johnston,0,Richard Johnston,https://openalex.org/A5070114879,https://api.openalex.org/works?filter=author.id:A5070114879
Richard A. Forshee,0,Richard A. Forshee,https://openalex.org/A5087332112,https://api.openalex.org/works?filter=author.id:A5087332112
Yiting Chang,0,Yiting Chang,https://openalex.org/A5082814202,https://api.openalex.org/works?filter=author.id:A5082814202
Kenneth A. Rasinski,0,Kenneth A. Rasinski,https://openalex.org/A5032099136,https://api.openalex.org/works?filter=author.id:A5032099136
Cynthia Van Landingham,0,Cynthia Van Landingham,https://openalex.org/A5091482032,https://api.openalex.org/works?filter=author.id:A5091482032
Sara Anderson,0,Sara Anderson,https://openalex.org/A5049757577,https://api.openalex.org/works?filter=author.id:A5049757577
Sonya Dal Cin,0,Sonya Dal Cin,https://openalex.org/A5043590307,https://api.openalex.org/works?filter=author.id:A5043590307
Miriam E. Van Dyke,0,Miriam E. Van Dyke,https://openalex.org/A5086173694,https://api.openalex.org/works?filter=author.id:A5086173694
Gary R. Lee,0,Gary R. Lee,https://openalex.org/A5091712030,https://api.openalex.org/works?filter=author.id:A5091712030
Hieu M. Dinh,0,Hieu M. Dinh,https://openalex.org/A5062539594,https://api.openalex.org/works?filter=author.id:A5062539594
Naomi Saito,0,Naomi Saito,https://openalex.org/A5042086172,https://api.openalex.org/works?filter=author.id:A5042086172
Junxia Min,0,Junxia Min,https://openalex.org/A5071114213,https://api.openalex.org/works?filter=author.id:A5071114213
Jiaan Zhang,0,Jiaan Zhang,https://openalex.org/A5077113763,https://api.openalex.org/works?filter=author.id:A5077113763
Kayo Fujimoto,0,Kayo Fujimoto,https://openalex.org/A5045897236,https://api.openalex.org/works?filter=author.id:A5045897236
Frederick H. Epstein,0,Frederick H. Epstein,https://openalex.org/A5065140237,https://api.openalex.org/works?filter=author.id:A5065140237
Ethel G. Nicdao,0,Ethel G. Nicdao,https://openalex.org/A5034697807,https://api.openalex.org/works?filter=author.id:A5034697807
Boo Johansson,0,Boo Johansson,https://openalex.org/A5021517992,https://api.openalex.org/works?filter=author.id:A5021517992
Leah H. Schultz,0,Leah H. Schultz,https://openalex.org/A5006928882,https://api.openalex.org/works?filter=author.id:A5006928882
Christina L. Boyd,0,Christina L. Boyd,https://openalex.org/A5070750613,https://api.openalex.org/works?filter=author.id:A5070750613
Kevin C. Frissell,0,Kevin C. Frissell,https://openalex.org/A5029963238,https://api.openalex.org/works?filter=author.id:A5029963238
Ilyana Kuziemko,0,Ilyana Kuziemko,https://openalex.org/A5054373153,https://api.openalex.org/works?filter=author.id:A5054373153
Catherine J. Norris,0,Catherine J. Norris,https://openalex.org/A5039069406,https://api.openalex.org/works?filter=author.id:A5039069406
Gregory Midgette,0,Gregory Midgette,https://openalex.org/A5066284868,https://api.openalex.org/works?filter=author.id:A5066284868
Xinxin Ma,0,Xinxin Ma,https://openalex.org/A5007729484;https://openalex.org/A5083510898,https://api.openalex.org/works?filter=author.id:A5007729484;https://api.openalex.org/works?filter=author.id:A5083510898
Kate E. Norwalk,0,Kate E. Norwalk,https://openalex.org/A5085774279,https://api.openalex.org/works?filter=author.id:A5085774279
Breanna Boppre,0,Breanna Boppre,https://openalex.org/A5062382631,https://api.openalex.org/works?filter=author.id:A5062382631
Alexander Testa,0,Alexander Testa,https://openalex.org/A5002599427,https://api.openalex.org/works?filter=author.id:A5002599427
Marwa Noureldin,0,Marwa Noureldin,https://openalex.org/A5008452186,https://api.openalex.org/works?filter=author.id:A5008452186
Jennifer H. Peck,0,Jennifer H. Peck,https://openalex.org/A5055645526,https://api.openalex.org/works?filter=author.id:A5055645526
Donata Bessey,0,Donata Bessey,https://openalex.org/A5045231537,https://api.openalex.org/works?filter=author.id:A5045231537
Geraldine M. McQuillan,0,Geraldine M. McQuillan,https://openalex.org/A5038871007,https://api.openalex.org/works?filter=author.id:A5038871007
Raymond T. Coward,0,Raymond T. Coward,https://openalex.org/A5024954855,https://api.openalex.org/works?filter=author.id:A5024954855
Tannistha Samanta,0,Tannistha Samanta,https://openalex.org/A5085869508,https://api.openalex.org/works?filter=author.id:A5085869508
Nayana Nagaraj,0,Nayana Nagaraj,https://openalex.org/A5064171666,https://api.openalex.org/works?filter=author.id:A5064171666
Alexis Grigorieff,0,Alexis Grigorieff,https://openalex.org/A5065778761,https://api.openalex.org/works?filter=author.id:A5065778761
Kecia R. Johnson,0,Kecia R. Johnson,https://openalex.org/A5077506010,https://api.openalex.org/works?filter=author.id:A5077506010
Donald P. Green,0,Donald P. Green,https://openalex.org/A5057733936,https://api.openalex.org/works?filter=author.id:A5057733936
Brandon Wagner,0,Brandon Wagner,https://openalex.org/A5053719219,https://api.openalex.org/works?filter=author.id:A5053719219
Stephen V. Gies,0,Stephen V. Gies,https://openalex.org/A5090962113,https://api.openalex.org/works?filter=author.id:A5090962113
Patricia S. Williamson-Hughes,0,Patricia S. Williamson-Hughes,https://openalex.org/A5016414784,https://api.openalex.org/works?filter=author.id:A5016414784
Christopher M. Murtaugh,0,Christopher M. Murtaugh,https://openalex.org/A5016133728,https://api.openalex.org/works?filter=author.id:A5016133728
Emma Curran,0,Emma Curran,https://openalex.org/A5065094985,https://api.openalex.org/works?filter=author.id:A5065094985
Aron Kandinov,0,Aron Kandinov,https://openalex.org/A5060603363,https://api.openalex.org/works?filter=author.id:A5060603363
Sara E. Mernitz,0,Sara E. Mernitz,https://openalex.org/A5049748554,https://api.openalex.org/works?filter=author.id:A5049748554
Caitlin M. Pinciotti,0,Caitlin M. Pinciotti,https://openalex.org/A5031798003,https://api.openalex.org/works?filter=author.id:A5031798003
Turgut Ozkan,0,Turgut Ozkan,https://openalex.org/A5067964028,https://api.openalex.org/works?filter=author.id:A5067964028
Elias Ghossoub,0,Elias Ghossoub,https://openalex.org/A5049242193,https://api.openalex.org/works?filter=author.id:A5049242193
Jordana Hemberg,0,Jordana Hemberg,https://openalex.org/A5047167804,https://api.openalex.org/works?filter=author.id:A5047167804
Diana R. Keith,0,Diana R. Keith,https://openalex.org/A5071448044,https://api.openalex.org/works?filter=author.id:A5071448044
Michael B. Berg,0,Michael B. Berg,https://openalex.org/A5006895312,https://api.openalex.org/works?filter=author.id:A5006895312
Cortney Simmons,0,Cortney Simmons,https://openalex.org/A5073571878,https://api.openalex.org/works?filter=author.id:A5073571878
Anao Zhang,0,Anao Zhang,https://openalex.org/A5070683068,https://api.openalex.org/works?filter=author.id:A5070683068
Jeffrey A. Bridge,0,Jeffrey A. Bridge,https://openalex.org/A5079500608,https://api.openalex.org/works?filter=author.id:A5079500608
Krista L. Harrison,0,Krista L. Harrison,https://openalex.org/A5046191124,https://api.openalex.org/works?filter=author.id:A5046191124
Colleen E. Mills,0,Colleen E. Mills,https://openalex.org/A5065929150,https://api.openalex.org/works?filter=author.id:A5065929150
Melissa Staha,0,Melissa Staha,https://openalex.org/A5017950541,https://api.openalex.org/works?filter=author.id:A5017950541
Heather M. Washington,0,Heather M. Washington,https://openalex.org/A5001285478,https://api.openalex.org/works?filter=author.id:A5001285478
Eugene Morris,0,Eugene Morris,https://openalex.org/A5051450260,https://api.openalex.org/works?filter=author.id:A5051450260
Amy Leventhal,0,Amy Leventhal,https://openalex.org/A5056508861,https://api.openalex.org/works?filter=author.id:A5056508861
Yi Fan,0,Yi Fan,https://openalex.org/A5060189189,https://api.openalex.org/works?filter=author.id:A5060189189
Jiabin Wu,0,Jiabin Wu,https://openalex.org/A5057747537,https://api.openalex.org/works?filter=author.id:A5057747537
Matthew A. Psioda,0,Matthew A. Psioda,https://openalex.org/A5056185563,https://api.openalex.org/works?filter=author.id:A5056185563
Victoria Castleman,0,Victoria Castleman,https://openalex.org/A5091033350,https://api.openalex.org/works?filter=author.id:A5091033350
Sarah D. Gunnery,0,Sarah D. Gunnery,https://openalex.org/A5055097477,https://api.openalex.org/works?filter=author.id:A5055097477
Manish S. Noticewala,0,Manish S. Noticewala,https://openalex.org/A5083090471,https://api.openalex.org/works?filter=author.id:A5083090471
Carol Y. Thompson,0,Carol Y. Thompson,https://openalex.org/A5001820141,https://api.openalex.org/works?filter=author.id:A5001820141
Joanna M. Lee,0,Joanna M. Lee,https://openalex.org/A5007487415,https://api.openalex.org/works?filter=author.id:A5007487415
John Potts,0,John Potts,https://openalex.org/A5057565242,https://api.openalex.org/works?filter=author.id:A5057565242
Sarah Bacon,0,Sarah Bacon,https://openalex.org/A5054972699,https://api.openalex.org/works?filter=author.id:A5054972699
Jieru Chen,0,Jieru Chen,https://openalex.org/A5042368512,https://api.openalex.org/works?filter=author.id:A5042368512
Virginia Ramseyer Winter,0,Virginia Ramseyer Winter,https://openalex.org/A5007405898,https://api.openalex.org/works?filter=author.id:A5007405898
Kemi Ogunsina,0,Kemi Ogunsina,https://openalex.org/A5065004649,https://api.openalex.org/works?filter=author.id:A5065004649
Greg Purser,0,Greg Purser,https://openalex.org/A5003076378,https://api.openalex.org/works?filter=author.id:A5003076378
Giuseppina Valle Holway,0,Giuseppina Valle Holway,https://openalex.org/A5022175824,https://api.openalex.org/works?filter=author.id:A5022175824
Mohsen Joshanloo,0,Mohsen Joshanloo,https://openalex.org/A5065266379,https://api.openalex.org/works?filter=author.id:A5065266379
Alena Kuhlemeier,0,Alena Kuhlemeier,https://openalex.org/A5055530125,https://api.openalex.org/works?filter=author.id:A5055530125
Steven P. Martin,0,Steven P. Martin,https://openalex.org/A5001327988,https://api.openalex.org/works?filter=author.id:A5001327988
Kun Yu,0,Kun Yu,https://openalex.org/A5091603810,https://api.openalex.org/works?filter=author.id:A5091603810
Enver Holder-Hayes,0,Enver Holder-Hayes,https://openalex.org/A5028824788,https://api.openalex.org/works?filter=author.id:A5028824788
Jacob Kendall,0,Jacob Kendall,https://openalex.org/A5062985739,https://api.openalex.org/works?filter=author.id:A5062985739
Natasha Pusch,0,Natasha Pusch,https://openalex.org/A5010709826,https://api.openalex.org/works?filter=author.id:A5010709826
Mateja Vuk,0,Mateja Vuk,https://openalex.org/A5036725089,https://api.openalex.org/works?filter=author.id:A5036725089
Ruth E. Dangelmaier,0,Ruth E. Dangelmaier,https://openalex.org/A5040238052,https://api.openalex.org/works?filter=author.id:A5040238052
Rebecca A. Colman,0,Rebecca A. Colman,https://openalex.org/A5046562684,https://api.openalex.org/works?filter=author.id:A5046562684
Jessica N. Fish,0,Jessica N. Fish,https://openalex.org/A5020243995,https://api.openalex.org/works?filter=author.id:A5020243995
Angela L. Mazul,0,Angela L. Mazul,https://openalex.org/A5039678358,https://api.openalex.org/works?filter=author.id:A5039678358
Benjamin Brumley,0,Benjamin Brumley,https://openalex.org/A5077866757,https://api.openalex.org/works?filter=author.id:A5077866757
Arseima Y. Del Valle-Pinero,0,Arseima Y. Del Valle-Pinero,https://openalex.org/A5044537024,https://api.openalex.org/works?filter=author.id:A5044537024
Susan T. Parker,0,Susan T. Parker,https://openalex.org/A5076082882,https://api.openalex.org/works?filter=author.id:A5076082882
Lin Wang,0,Lin Wang,https://openalex.org/A5010261091,https://api.openalex.org/works?filter=author.id:A5010261091
John Raisian,0,John Raisian,https://openalex.org/A5050799401,https://api.openalex.org/works?filter=author.id:A5050799401
Anat Talmon,0,Anat Talmon,https://openalex.org/A5049904696,https://api.openalex.org/works?filter=author.id:A5049904696
Janice Johnson,0,Janice Johnson,https://openalex.org/A5029369541,https://api.openalex.org/works?filter=author.id:A5029369541
Wesley S. McCann,0,Wesley S. McCann,https://openalex.org/A5043659054,https://api.openalex.org/works?filter=author.id:A5043659054
Dimitris Panaretos,0,Dimitris Panaretos,https://openalex.org/A5088496561,https://api.openalex.org/works?filter=author.id:A5088496561
Elizabeth Ackert,0,Elizabeth Ackert,https://openalex.org/A5053463089,https://api.openalex.org/works?filter=author.id:A5053463089
Angela M. Kaufman-Parks,0,Angela M. Kaufman-Parks,https://openalex.org/A5010946515,https://api.openalex.org/works?filter=author.id:A5010946515
Seth A. Williams,0,Seth A. Williams,https://openalex.org/A5055150763,https://api.openalex.org/works?filter=author.id:A5055150763
Yingning Wang,0,Yingning Wang,https://openalex.org/A5056582927,https://api.openalex.org/works?filter=author.id:A5056582927
Bruce A. Jacobs,0,Bruce A. Jacobs,https://openalex.org/A5014253893,https://api.openalex.org/works?filter=author.id:A5014253893
Swantje Mueller,0,Swantje Mueller,https://openalex.org/A5089743103,https://api.openalex.org/works?filter=author.id:A5089743103
Daniel Formolo,0,Daniel Formolo,https://openalex.org/A5001685511,https://api.openalex.org/works?filter=author.id:A5001685511
Matt Wiley,0,Matt Wiley,https://openalex.org/A5065805778,https://api.openalex.org/works?filter=author.id:A5065805778
Sarah Seelye,0,Sarah Seelye,https://openalex.org/A5030970884,https://api.openalex.org/works?filter=author.id:A5030970884
Zhengguo Gu,0,Zhengguo Gu,https://openalex.org/A5087296343,https://api.openalex.org/works?filter=author.id:A5087296343
Ronald E. Bulanda,0,Ronald E. Bulanda,https://openalex.org/A5074728346,https://api.openalex.org/works?filter=author.id:A5074728346
Laura Upenieks,0,Laura Upenieks,https://openalex.org/A5047264112,https://api.openalex.org/works?filter=author.id:A5047264112
Baai-Shyun Hurng,0,Baai-Shyun Hurng,https://openalex.org/A5049116443,https://api.openalex.org/works?filter=author.id:A5049116443
Elizabeth A. Stasny,0,Elizabeth A. Stasny,https://openalex.org/A5078591145,https://api.openalex.org/works?filter=author.id:A5078591145
Noli Brazil,0,Noli Brazil,https://openalex.org/A5066195785,https://api.openalex.org/works?filter=author.id:A5066195785
Stuart Michaels,0,Stuart Michaels,https://openalex.org/A5083455205,https://api.openalex.org/works?filter=author.id:A5083455205
Peter Lutonja,0,Peter Lutonja,https://openalex.org/A5038435377,https://api.openalex.org/works?filter=author.id:A5038435377
Bokkyu Kim,0,Bokkyu Kim,https://openalex.org/A5089895351,https://api.openalex.org/works?filter=author.id:A5089895351
Abby E. Rudolph,0,Abby E. Rudolph,https://openalex.org/A5002905801,https://api.openalex.org/works?filter=author.id:A5002905801
Sudipa Sarkar,0,Sudipa Sarkar,https://openalex.org/A5077790325,https://api.openalex.org/works?filter=author.id:A5077790325
Dana M. Prince,0,Dana M. Prince,https://openalex.org/A5048984116,https://api.openalex.org/works?filter=author.id:A5048984116
Ashley E. Ermer,0,Ashley E. Ermer,https://openalex.org/A5077975308,https://api.openalex.org/works?filter=author.id:A5077975308
Consuelo Bejares,0,Consuelo Béjares,https://openalex.org/A5048977416,https://api.openalex.org/works?filter=author.id:A5048977416
Michelle Pearl,0,Michelle Pearl,https://openalex.org/A5027883031,https://api.openalex.org/works?filter=author.id:A5027883031
William Tsitsos,0,William Tsitsos,https://openalex.org/A5028877955,https://api.openalex.org/works?filter=author.id:A5028877955
Mahdi A. Shkoukani,0,Mahdi A. Shkoukani,https://openalex.org/A5074446357,https://api.openalex.org/works?filter=author.id:A5074446357
Tabassum H. Laz,0,Tabassum H. Laz,https://openalex.org/A5038397204,https://api.openalex.org/works?filter=author.id:A5038397204
Jessica Shaw,0,Jessica Shaw,https://openalex.org/A5037402313,https://api.openalex.org/works?filter=author.id:A5037402313
Daniel Parent,0,Daniel Parent,https://openalex.org/A5019401062,https://api.openalex.org/works?filter=author.id:A5019401062
Rebecca J. Kreitzer,0,Rebecca J. Kreitzer,https://openalex.org/A5014900678,https://api.openalex.org/works?filter=author.id:A5014900678
Shannon M. Monnat,0,Shannon M. Monnat,https://openalex.org/A5055203175,https://api.openalex.org/works?filter=author.id:A5055203175
Leigh Ann Simmons,0,Leigh Ann Simmons,https://openalex.org/A5011725642,https://api.openalex.org/works?filter=author.id:A5011725642
Jonathan R. Bennion,0,Jonathan R. Bennion,https://openalex.org/A5021321040,https://api.openalex.org/works?filter=author.id:A5021321040
Harry K. Wexler,0,Harry K. Wexler,https://openalex.org/A5011509436,https://api.openalex.org/works?filter=author.id:A5011509436
Anna Zamora-Kapoor,0,Anna Zamora-Kapoor,https://openalex.org/A5082902666,https://api.openalex.org/works?filter=author.id:A5082902666
Mark D. Reed,0,Mark D. Reed,https://openalex.org/A5061194169,https://api.openalex.org/works?filter=author.id:A5061194169
Tae Kyoung Lee,0,Tae Kyoung Lee,https://openalex.org/A5074896632,https://api.openalex.org/works?filter=author.id:A5074896632
Dana E. Goin,0,Dana E. Goin,https://openalex.org/A5040665913,https://api.openalex.org/works?filter=author.id:A5040665913
Arthur Schatzkin,0,Arthur Schatzkin,https://openalex.org/A5053677019,https://api.openalex.org/works?filter=author.id:A5053677019
Kathleen S. Slauson-Blevins,0,Kathleen S. Slauson-Blevins,https://openalex.org/A5077518263,https://api.openalex.org/works?filter=author.id:A5077518263
Takeo Fujiwara,0,Takeo Fujiwara,https://openalex.org/A5049106586,https://api.openalex.org/works?filter=author.id:A5049106586
Lisa J. Crockett,0,Lisa J. Crockett,https://openalex.org/A5028575182,https://api.openalex.org/works?filter=author.id:A5028575182
Suma Vupputuri,0,Suma Vupputuri,https://openalex.org/A5033301570,https://api.openalex.org/works?filter=author.id:A5033301570
Cassandra K. Crifasi,0,Cassandra K. Crifasi,https://openalex.org/A5057497375,https://api.openalex.org/works?filter=author.id:A5057497375
Ojmarrh Mitchell,0,Ojmarrh Mitchell,https://openalex.org/A5077338707,https://api.openalex.org/works?filter=author.id:A5077338707
George S. Cembrowski,0,George S. Cembrowski,https://openalex.org/A5088697541,https://api.openalex.org/works?filter=author.id:A5088697541
Joshua Breslau,0,Joshua Breslau,https://openalex.org/A5017962237,https://api.openalex.org/works?filter=author.id:A5017962237
Yvonne Rafferty,0,Yvonne Rafferty,https://openalex.org/A5012786110,https://api.openalex.org/works?filter=author.id:A5012786110
Carmen Elisa FlÃÂÃÂ³rez,0,Carmen Elisa Flórez,https://openalex.org/A5026375843,https://api.openalex.org/works?filter=author.id:A5026375843
Somdeep Chatterjee,0,Somdeep Chatterjee,https://openalex.org/A5079032619,https://api.openalex.org/works?filter=author.id:A5079032619
Jillian T. Henderson,0,Jillian T. Henderson,https://openalex.org/A5058266357,https://api.openalex.org/works?filter=author.id:A5058266357
Xiao-Li Tian,0,Xiao-Li Tian,https://openalex.org/A5091283720,https://api.openalex.org/works?filter=author.id:A5091283720
Karen A. Snedker,0,Karen A. Snedker,https://openalex.org/A5023700462,https://api.openalex.org/works?filter=author.id:A5023700462
John W. Burns,0,John W. Burns,https://openalex.org/A5019603781,https://api.openalex.org/works?filter=author.id:A5019603781
David Canning,0,David Canning,https://openalex.org/A5007317974,https://api.openalex.org/works?filter=author.id:A5007317974
Allison Vorderstrasse,0,Allison Vorderstrasse,https://openalex.org/A5013030583,https://api.openalex.org/works?filter=author.id:A5013030583
Deanna N. Devlin,0,Deanna N. Devlin,https://openalex.org/A5004840176,https://api.openalex.org/works?filter=author.id:A5004840176
David Card,0,David Card,https://openalex.org/A5090324651,https://api.openalex.org/works?filter=author.id:A5090324651
Frank D. Bean,0,Frank D. Bean,https://openalex.org/A5052218026,https://api.openalex.org/works?filter=author.id:A5052218026
Ellen Smit,0,Ellen Smit,https://openalex.org/A5079950832,https://api.openalex.org/works?filter=author.id:A5079950832
Chunyang Feng,0,Chunyang Feng,https://openalex.org/A5036688974,https://api.openalex.org/works?filter=author.id:A5036688974
Louis Donnelly,0,Louis Donnelly,https://openalex.org/A5032555327,https://api.openalex.org/works?filter=author.id:A5032555327
Scott W. Campbell,0,Scott W. Campbell,https://openalex.org/A5003617821,https://api.openalex.org/works?filter=author.id:A5003617821
Haiyan Zhu,0,Haiyan Zhu,https://openalex.org/A5010336088,https://api.openalex.org/works?filter=author.id:A5010336088
Guangzhen Wu,0,Guangzhen Wu,https://openalex.org/A5029656221,https://api.openalex.org/works?filter=author.id:A5029656221
Chad Posick,0,Chad Posick,https://openalex.org/A5068710854,https://api.openalex.org/works?filter=author.id:A5068710854
Yeonjeong Kim,0,Yeonjeong Kim,https://openalex.org/A5009132021,https://api.openalex.org/works?filter=author.id:A5009132021
Rebecca R. Swenson,0,Rebecca R. Swenson,https://openalex.org/A5048686829,https://api.openalex.org/works?filter=author.id:A5048686829
David Livert,0,David Livert,https://openalex.org/A5021932688,https://api.openalex.org/works?filter=author.id:A5021932688
Abha Rai,0,Abha Rai,https://openalex.org/A5020629430,https://api.openalex.org/works?filter=author.id:A5020629430
Derrick Shapley,0,Derrick Shapley,https://openalex.org/A5055328054,https://api.openalex.org/works?filter=author.id:A5055328054
Josef Coresh,0,Josef Coresh,https://openalex.org/A5047227825,https://api.openalex.org/works?filter=author.id:A5047227825
Jiah Yoo,0,Jiah Yoo,https://openalex.org/A5086974625,https://api.openalex.org/works?filter=author.id:A5086974625
Yong Liu,0,Yong Liu,https://openalex.org/A5062683178,https://api.openalex.org/works?filter=author.id:A5062683178
Aaron Chalfin,0,Aaron Chalfin,https://openalex.org/A5018542640,https://api.openalex.org/works?filter=author.id:A5018542640
Matthew VanEseltine,0,Matthew VanEseltine,https://openalex.org/A5073487056,https://api.openalex.org/works?filter=author.id:A5073487056
Yi Luo,0,Yi Luo,https://openalex.org/A5004999466,https://api.openalex.org/works?filter=author.id:A5004999466
Yang Pan,0,Yang Pan,https://openalex.org/A5045742946,https://api.openalex.org/works?filter=author.id:A5045742946
William C. Miller,0,William C. Miller,https://openalex.org/A5056245742,https://api.openalex.org/works?filter=author.id:A5056245742
Erin A. Orrick,0,Erin A. Orrick,https://openalex.org/A5010467274,https://api.openalex.org/works?filter=author.id:A5010467274
Danielle Marie Carkin,0,Danielle Marie Carkin,https://openalex.org/A5080076679,https://api.openalex.org/works?filter=author.id:A5080076679
Joshua C. Cochran,0,Joshua C. Cochran,https://openalex.org/A5003106192,https://api.openalex.org/works?filter=author.id:A5003106192
Karen Cai,0,Karen Cai,https://openalex.org/A5082088417,https://api.openalex.org/works?filter=author.id:A5082088417
Frances M. Yang,0,Frances M. Yang,https://openalex.org/A5066038089,https://api.openalex.org/works?filter=author.id:A5066038089
Carol H. Christensen,0,Carol H. Christensen,https://openalex.org/A5072152139,https://api.openalex.org/works?filter=author.id:A5072152139
Kyler J. Sherman-Wilkins,0,Kyler J. Sherman-Wilkins,https://openalex.org/A5031729576,https://api.openalex.org/works?filter=author.id:A5031729576
Joseph Workman,0,Joseph Workman,https://openalex.org/A5022253116;https://openalex.org/A5021606064,https://api.openalex.org/works?filter=author.id:A5022253116;https://api.openalex.org/works?filter=author.id:A5021606064
Angela E. Lee-Winn,0,Angela E. Lee-Winn,https://openalex.org/A5063626414,https://api.openalex.org/works?filter=author.id:A5063626414
Merage Ghane,0,Merage Ghane,https://openalex.org/A5045990977,https://api.openalex.org/works?filter=author.id:A5045990977
Dana M. van Bemmel,0,Dana M. van Bemmel,https://openalex.org/A5088696375,https://api.openalex.org/works?filter=author.id:A5088696375
Sanders Korenman,0,Sanders Korenman,https://openalex.org/A5019904112,https://api.openalex.org/works?filter=author.id:A5019904112
Maneesha Agarwal,0,Maneesha Agarwal,https://openalex.org/A5040493759,https://api.openalex.org/works?filter=author.id:A5040493759
Jungmeen Kim,0,Jungmeen Kim,https://openalex.org/A5045358187,https://api.openalex.org/works?filter=author.id:A5045358187
Nisha Beharie,0,Nisha Beharie,https://openalex.org/A5027121537,https://api.openalex.org/works?filter=author.id:A5027121537
Katherine C. Haydon,0,Katherine C. Haydon,https://openalex.org/A5057037055,https://api.openalex.org/works?filter=author.id:A5057037055
Nicholas J. Felicione,0,Nicholas J. Felicione,https://openalex.org/A5052849769,https://api.openalex.org/works?filter=author.id:A5052849769
Ander Wilson,0,Ander Wilson,https://openalex.org/A5040036477,https://api.openalex.org/works?filter=author.id:A5040036477
Shai Linn,0,Shai Linn,https://openalex.org/A5075657108,https://api.openalex.org/works?filter=author.id:A5075657108
Amanda Goodson,0,Amanda Goodson,https://openalex.org/A5079854442,https://api.openalex.org/works?filter=author.id:A5079854442
Deyaun L. Villarreal,0,Deyaun L. Villarreal,https://openalex.org/A5043484154,https://api.openalex.org/works?filter=author.id:A5043484154
Ruth W. Leemis,0,Ruth W. Leemis,https://openalex.org/A5062762420,https://api.openalex.org/works?filter=author.id:A5062762420
Brianna L. Siracuse,0,Brianna L. Siracuse,https://openalex.org/A5060098159,https://api.openalex.org/works?filter=author.id:A5060098159
Suh Ruu Ou,0,Suh Ruu Ou,https://openalex.org/A5010924413,https://api.openalex.org/works?filter=author.id:A5010924413
Meirong Liu,0,Meirong Liu,https://openalex.org/A5007812373,https://api.openalex.org/works?filter=author.id:A5007812373
Tyler Bell,0,Tyler Bell,https://openalex.org/A5012586434,https://api.openalex.org/works?filter=author.id:A5012586434
Bruce D. Johnson,0,Bruce D. Johnson,https://openalex.org/A5017952950,https://api.openalex.org/works?filter=author.id:A5017952950
Reed M. Wood,0,Reed M. Wood,https://openalex.org/A5075589017,https://api.openalex.org/works?filter=author.id:A5075589017
Ja K. Gu,0,Ja K. Gu,https://openalex.org/A5044861199,https://api.openalex.org/works?filter=author.id:A5044861199
Jingbo Meng,0,Jingbo Meng,https://openalex.org/A5001998760,https://api.openalex.org/works?filter=author.id:A5001998760
Daniel Carey,0,Daniel Carey,https://openalex.org/A5005821939,https://api.openalex.org/works?filter=author.id:A5005821939
Jennifer H. Peck,0,Jennifer H. Peck,https://openalex.org/A5055645526,https://api.openalex.org/works?filter=author.id:A5055645526
Charles R. Pierret,0,Charles R. Pierret,https://openalex.org/A5041476399,https://api.openalex.org/works?filter=author.id:A5041476399
Constance T. Gager,0,Constance T. Gager,https://openalex.org/A5035418790,https://api.openalex.org/works?filter=author.id:A5035418790
